,Dataset,Nome,unit_id,Área_Total,Área sobreposta com CAR,CARs na interseção,Percentual sobreposto
PA0448000,Assen.,PAE ILHA CALHEIRA (PA0448000),PA0448000,23.722820184348198,23.294779371158782,1,98.19565797884424
PA0405000,Assen.,PAE ILHA JUPATITUBA DE CURRALINHO (PA0405000),PA0405000,111.65682991704578,110.03479172394317,3,98.54730051506236
PA0406000,Assen.,PAE ILHA CANATICU (PA0406000),PA0406000,15.34894513119327,15.348943838257988,2,99.99999157638997
PA0407000,Assen.,PAE ILHA DO MUTUM (PA0407000),PA0407000,52.596805859884725,41.84479506820815,2,79.55767348245557
PA0408000,Assen.,PAE ILHA DO FURO GRANDE (PA0408000),PA0408000,13.666585040746991,12.73984773572516,2,93.21895482844647
PA0409000,Assen.,PAE ILHA ITABOCA (PA0409000),PA0409000,22.91181708843435,22.053596209661297,2,96.25424349600681
PA0410000,Assen.,PAE ILHA PINDOBAL GRANDE (PA0410000),PA0410000,41.09046023649725,40.357729058449195,2,98.21678517633825
PA0450000,Assen.,PAE ILHA SAMANAJÓS (PA0450000),PA0450000,25.727934478447036,24.036340069472892,1,93.42506717594746
PA0451000,Assen.,PAE ILHA ARARAS (PA0451000),PA0451000,3.4992266158454206,3.2122577895303825,1,91.7990785445113
PA0452000,Assen.,PAE ILHA SAO PEDRO E BARBOSA (PA0452000),PA0452000,8.86068978507321,8.522541316764727,1,96.18372297743532
PA0453000,Assen.,PAE ILHA GRANDE DO LAGUNA (PA0453000),PA0453000,1767.759922892715,1767.759920445685,37,99.99999986157454
PA0454000,Assen.,PAE ILHA SANTA MARIA I (PA0454000),PA0454000,11.849285298505713,10.930519018439414,2,92.24623041035089
PA0455000,Assen.,PAE ILHA MACUJUBIM (PA0455000),PA0455000,122.6615764866516,120.98677960119944,7,98.63461979421534
PA0456000,Assen.,PAE ILHA ATURIÁ (PA0456000),PA0456000,134.97546989273363,134.4089739684937,3,99.58029712755206
PA0457000,Assen.,PAE ILHA DOS MACACOS (PA0457000),PA0457000,1295.1433559166612,1285.91420090251,11,99.28740282131785
PA0458000,Assen.,PA RIO BUJARU (PA0458000),PA0458000,80.76813219102311,80.56065768961388,5,99.74312331388505
PA0459000,Assen.,PA TARIRATEUA (PA0459000),PA0459000,34.34823264036953,34.34823128056845,2,99.9999960411323
PA0461000,Assen.,PAE ILHA CARARUÁ-GRANDE (PA0461000),PA0461000,71.6940780979016,70.52603299250538,4,98.3707927678473
PA0462000,Assen.,PAE LUZ DA VIDA (PA0462000),PA0462000,36.49721751495291,35.055740107116826,2,96.05044574358166
PA0464000,Assen.,PAE ILHA JURUPARI (PA0464000),PA0464000,43.75340804270094,41.36269813051838,2,94.53594584026608
PA0465000,Assen.,PAE ILHA TAQUARI (PA0465000),PA0465000,67.45733853107863,65.1435759139647,2,96.57003571813324
PA0466000,Assen.,PAE ILHA ITAPERA (PA0466000),PA0466000,58.18954271174139,58.12048664791012,3,99.88132564613309
PA0467000,Assen.,PAE ILHA URUÁ II (PA0467000),PA0467000,29.173719054163556,28.64065028583026,1,98.17277746678919
PA0468000,Assen.,PAE ILHA SANTA APOLONIA (PA0468000),PA0468000,17.73937720732216,17.438680108775895,1,98.30491738784298
PA0469000,Assen.,PAE ILHA PANACU (PA0469000),PA0469000,51.693094890898344,50.36970336290612,6,97.43990656627287
PA0470000,Assen.,PAE ILHA SAPATEIRO (PA0470000),PA0470000,2.9659357135943116,2.6775328997831473,1,90.27616099400687
PA0471000,Assen.,PAE SANTA ROSA DO MARACATI (PA0471000),PA0471000,31.709886865508953,30.382380706840365,2,95.81358910456245
PA0472000,Assen.,PAE ILHA SANTA MARIA II (PA0472000),PA0472000,9.184555671438595,8.688225304047863,1,94.59603289319503
PA0473000,Assen.,PAE ILHA SANTA MARIA III (PA0473000),PA0473000,0.9245201926522206,0.0,0,0.0
PA0474000,Assen.,PAE ILHA MARIANA (PA0474000),PA0474000,3.1008456151646553,2.8685030509172416,1,92.50712247294271
PA0475000,Assen.,PAE ILHA NOSSA SENHORA DO LIVRAMENTO I (PA0475000),PA0475000,21.496073210560912,21.040789805216345,1,97.8820159343294
PA0477000,Assen.,PAE ILHA ENTRE-ILHAS (PA0477000),PA0477000,0.5500457128473117,0.0,0,0.0
PA0478000,Assen.,PAE ILHA JACAREUÁ (PA0478000),PA0478000,11.145099735698933,10.898547274846134,1,97.78779493499673
PA0479000,Assen.,PAE ILHA BIRIBATUBA (PA0479000),PA0479000,2.874690024193668,2.1735520755156235,1,75.60996341250012
PA0480000,Assen.,PAE ILHA DO MEIO (PA0480000),PA0480000,263.90395438041867,263.90392156051564,3,99.9999875636941
PA0481000,Assen.,PAE ILHA MARACUJÁ I (PA0481000),PA0481000,229.4182509312878,229.41822492417668,3,99.99998866388746
PA0482000,Assen.,PAE ILHA RASA (PA0482000),PA0482000,27.555377233453456,27.39215820916452,2,99.40766906253499
PA0483000,Assen.,PAE ILHA DO TELES (PA0483000),PA0483000,37.80954784895651,35.400839967232535,4,93.62936607613928
PA0484000,Assen.,PAE ILHA CALDEIRÃO (PA0484000),PA0484000,82.38049325166176,79.37285635974439,1,96.34909093985462
PA0485000,Assen.,PAE ILHA CONCEIÇÃO I (PA0485000),PA0485000,131.92957522785832,130.5678730176544,1,98.96785674641026
PA0486000,Assen.,PAE ILHA SALVADOR (PA0486000),PA0486000,269.9459517611404,269.9459310062035,12,99.99999231144724
PA0487000,Assen.,PAE ILHA QUEIMADA (PA0487000),PA0487000,871.3115909583196,860.0862007002797,3,98.71166751658916
PA0488000,Assen.,PAE ILHA DOS CARÁS (PA0488000),PA0488000,136.09558208571923,130.18743066065892,4,95.65882203190175
PA0489000,Assen.,PAE ILHA PANEMA (PA0489000),PA0489000,78.04824845807084,72.19205680335784,1,92.4967032951943
PA0490000,Assen.,PAE ILHA JURUPARI I (PA0490000),PA0490000,401.7881489227219,386.72708454303563,13,96.251491135299
PA0491000,Assen.,PAE ILHA BAIANO (PA0491000),PA0491000,38.91818206811919,38.91818020491248,2,99.99999521250325
PA0492000,Assen.,PAE ILHA TRAMBIOCA (PA0492000),PA0492000,75.7290435410119,72.8993955308896,6,96.26345735029669
PA0493000,Assen.,PA LUIS CARLOS PRESTES (PA0493000),PA0493000,12.42261315760552,12.420670747000194,1,99.98436391296515
PA0494000,Assen.,PA MARIA BONITA (PA0494000),PA0494000,13.362302786214341,13.361011392017511,1,99.99033554157923
PA0495000,Assen.,PAE ILHA PIRARUAIA (PA0495000),PA0495000,6.007381735948686,5.467655692980255,2,91.0156193381442
PA0496000,Assen.,PAE ILHA IOIÁS (PA0496000),PA0496000,2.975135186855822,2.197266602338293,1,73.85434490660592
PA0497000,Assen.,PAE ILHA DO CABO DICO (PA0497000),PA0497000,5.54416087242552,3.5432364032909143,2,63.90933605324444
PA0498000,Assen.,PAE TIRIRICA (PA0498000),PA0498000,30.077133287999853,27.855869137063536,3,92.61477438801471
PA0499000,Assen.,PAE ILHA DO BOI (PA0499000),PA0499000,26.00429679074316,25.22919276817224,2,97.01932327257995
PA0500000,Assen.,PAE ILHA JAPIIM SECO (PA0500000),PA0500000,23.176334526800865,22.149613845598225,1,95.56996090121433
PA0501000,Assen.,PAE ILHA MURUMURU I (PA0501000),PA0501000,53.48571570248294,52.93289376030537,4,98.96641199446097
PA0502000,Assen.,PAE ILHA DO TANGARAZINHO (PA0502000),PA0502000,18.78639338344385,18.295813157022494,1,97.38864072305812
PA0503000,Assen.,PAE ILHA FURO MUANÁ (PA0503000),PA0503000,22.88667251107767,22.382672234089263,4,97.79784380300606
PA0504000,Assen.,PAE COMPLEXO BATUQUE (PA0504000),PA0504000,3.3536343748250603,0.0,0,0.0
PA0505000,Assen.,PAE ILHA MIRITIAPINA (PA0505000),PA0505000,190.7888062402549,188.62445011156237,2,98.86557488809537
PA0449000,Assen.,PAE ILHA MOSSORO (PA0449000),PA0449000,7.549711183979922,7.205927565406156,1,95.44640039604089
PA0507000,Assen.,PA ABRIL VERMELHO (PA0507000),PA0507000,66.57927013262648,66.15166202097276,1,99.35774587074638
PA0508000,Assen.,PAE ILHA PRACAXI (PA0508000),PA0508000,124.88868262643989,122.3985635028704,2,98.00612908135335
PA0509000,Assen.,PAE ILHA BUIUSSU (PA0509000),PA0509000,192.23898411478493,192.2294286487313,2,99.99502938173667
PA0510000,Assen.,PAE ILHA LIMÃO (PA0510000),PA0510000,421.3106282418565,421.31061533176216,7,99.99999693573021
PA0506000,Assen.,PAE ILHA ITUQUARA (PA0506000),PA0506000,294.816625485189,293.7662386304988,5,99.64371518975175
PA0511000,Assen.,PAE ILHA PEREIRA (PA0511000),PA0511000,93.47621024132295,92.50708086875808,1,98.96323420679667
PA0512000,Assen.,PAE ILHA SANTO AMARO II (PA0512000),PA0512000,112.58927485989162,108.21220787938285,3,96.11235884949461
PA0513000,Assen.,PAE ILHA JEJUTEUA (PA0513000),PA0513000,43.49338062185733,42.7380750121962,3,98.26340100755112
PA0514000,Assen.,PAE ILHA BOM SAMARITANO (PA0514000),PA0514000,61.97470547363706,61.10011328265005,4,98.58879169444533
PA0515000,Assen.,PAE ILHA PRACUUBA-GRANDE (PA0515000),PA0515000,37.36842988110046,37.341929417752844,4,99.92908328385234
PA0516000,Assen.,PAE ILHA CARIÁ-GUAJARÁ (PA0516000),PA0516000,41.09543490511663,41.01452856520247,3,99.80312572405921
PA0517000,Assen.,PAE ILHA SÃO RAIMUNDO II (PA0517000),PA0517000,69.43153063012919,68.51361558265779,3,98.67795648584898
PA0518000,Assen.,PAE COMUNIDADE CENTRAL (PA0518000),PA0518000,316.2476364316737,316.1176236659453,6,99.9588889367853
PA0519000,Assen.,PAE BAIXO ANAJÁS I (PA0519000),PA0519000,162.82064099540395,162.73868382347283,10,99.9496641387541
PA0527000,Assen.,PAE ILHA TERÊ (PA0527000),PA0527000,44.79891285716807,43.09285879576521,1,96.1917511997618
PA0529000,Assen.,PAE ILHA PAQUETÁ III (PA0529000),PA0529000,3.5575232472612814,3.15698843492907,2,88.74118917871982
PA0530000,Assen.,PAE ILHA ARARAIM (PA0530000),PA0530000,8.326728007425292,8.063485882199332,2,96.83858863900424
PA0531000,Assen.,PAE ILHA SARACÁ (PA0531000),PA0531000,14.224897251538884,13.719912422518552,3,96.44999313463792
PA0532000,Assen.,PAE ILHA TATUOCA-JAPIIM (PA0532000),PA0532000,219.62124033031375,217.74136197929454,4,99.14403618329818
PA0534000,Assen.,PAE ILHA UMARITUBA JUACARA (PA0534000),PA0534000,23.717669013089864,22.918026046329043,1,96.62849259630238
PA0535000,Assen.,PAE ILHA ANAJAI (PA0535000),PA0535000,13.986936258291585,13.562384691155138,2,96.96465645301866
PA0536000,Assen.,PAE ILHA VITÓRIA (PA0536000),PA0536000,20.06473122324734,18.79321867175087,1,93.66294750052135
PA0537000,Assen.,PAE ILHA ANGAPIJO (PA0537000),PA0537000,9.723494834197387,9.464104560974127,2,97.33233495110227
PA0538000,Assen.,PAE ILHA URUBUQUARA (PA0538000),PA0538000,31.609528764859203,31.57737752435089,2,99.89828623910377
PA0539000,Assen.,PAE ILHA CONCEICAO DE MOCAJUBA (PA0539000),PA0539000,16.356913781802618,15.6370067741317,2,95.59876014953488
PA0540000,Assen.,PAE ILHA GRANDE DE VISEU (PA0540000),PA0540000,14.993855984332631,14.057640982075085,1,93.75600910642456
PA0541000,Assen.,PAE ILHA TAUARE (PA0541000),PA0541000,21.75632917738707,20.700406214201177,2,95.14659410336836
PA0542000,Assen.,PAE ILHA CURUPIRA (PA0542000),PA0542000,9.91208152012046,9.488514183891004,2,95.72675693425585
PA0543000,Assen.,PAE ILHA TURUÇU (PA0543000),PA0543000,19.8329894942129,19.04341096446031,2,96.01886276406802
PA0544000,Assen.,PAE ILHA MACHADO (PA0544000),PA0544000,20.397041324869573,19.817117889650408,2,97.15682570828506
PA0555000,Assen.,PAE ILHA MACACAA (PA0555000),PA0555000,69.4377313052637,67.49176561050938,1,97.19753848782958
PA0556000,Assen.,PAE ILHA ACAJUI (PA0556000),PA0556000,8.95866211858618,8.629753271175346,2,96.32859412424474
PA0557000,Assen.,PAE ILHA CUPIJO MIRIM (PA0557000),PA0557000,19.71061635176873,18.71344105723849,1,94.94092281675017
PA0559000,Assen.,PA SOROROCA (PA0559000),PA0559000,9.139735175727635,9.139734892513712,3,99.9999969012896
PA0560000,Assen.,PA CANDEUA (PA0560000),PA0560000,6.937951254625076,6.937920232252608,2,99.99955285975169
PA0561000,Assen.,PA MARIAHI (PA0561000),PA0561000,28.60942151563228,28.609421515632373,2,100.00000000000033
PA0562000,Assen.,PA CARLOS LAMARCA (PA0562000),PA0562000,9.355755945496972,9.355303477864911,2,99.99516375122762
PA0563000,Assen.,PA SAO LOURENCO (PA0563000),PA0563000,12.563673388160117,12.563672754952933,2,99.99999496001556
PA0564000,Assen.,PA FORTALEZA (PA0564000),PA0564000,19.156259329027492,19.155001359614985,3,99.99343311556343
PA0565000,Assen.,PA VALE DO ARIACAUA (PA0565000),PA0565000,85.58690865560071,85.5869036991919,4,99.99999420891712
PA0566000,Assen.,PA ANUERÁ (PA0566000),PA0566000,22.868362006526233,22.86836179639543,2,99.99999908112875
PA0567000,Assen.,PAE ILHA JAPICHAUA (PA0567000),PA0567000,498.23035707001077,489.0390455548841,4,98.15520845233542
PA0568000,Assen.,PA SERRAGEM SANTANA (PA0568000),PA0568000,10.185451655232612,10.185451601487735,2,99.99999947233682
PA0569000,Assen.,PAE ILHA SETUBAL (PA0569000),PA0569000,1.8056911711688772,1.6706294664749675,2,92.52022123991001
PA0570000,Assen.,PAE ILHA SOBERANA (PA0570000),PA0570000,2.970936141919745,2.953834896037732,3,99.42438190977197
PA0571000,Assen.,PAE ILHA MUTUNQUARA (PA0571000),PA0571000,164.93182207544675,164.80102172425836,2,99.92069429080304
PA0572000,Assen.,PAE ILHA ARANAI (PA0572000),PA0572000,160.00438755106603,159.23954275886274,3,99.52198511308998
PA0573000,Assen.,PAE ILHA QUANGUERA (PA0573000),PA0573000,1.2882398140601596,0.0,0,0.0
PA0574000,Assen.,PAE ILHA BITUBA (PA0574000),PA0574000,1.4309821784071288,0.0,0,0.0
PA0576000,Assen.,PAE ILHA CAPITEUA (PA0576000),PA0576000,1.3942942212287248,1.3352487310061631,1,95.76520584224126
PA0579000,Assen.,PA ESTRELA DE DAVI (PA0579000),PA0579000,15.391261387144313,15.391261387144374,2,100.0000000000004
PA0580000,Assen.,PAE ILHA SOROROCA (PA0580000),PA0580000,5.726193325513045,5.663573529796461,2,98.90643238610926
PA0581000,Assen.,PA FE EM DEUS II (PA0581000),PA0581000,10.718346359593225,10.718346359463501,2,99.9999999987897
PA0582000,Assen.,PAE ILHA PURURE (PA0582000),PA0582000,153.48115146954,151.12930066714043,2,98.4676614816339
PA0583000,Assen.,PAE ILHA MUTUTI (PA0583000),PA0583000,500.5368186407644,493.47262254834754,3,98.58867603154548
PA0585000,Assen.,PA PAIXAO (PA0585000),PA0585000,21.494398354103776,21.493652672717452,6,99.99653081061382
PA0586000,Assen.,PA GALILEIA (PA0586000),PA0586000,30.388426226441762,30.38842603122292,3,99.99999935758818
PA0587000,Assen.,PA ALTO ALEGRE (PA0587000),PA0587000,16.82440391829464,16.824403758818065,2,99.9999990521116
PA0588000,Assen.,PA JERICO (PA0588000),PA0588000,29.591974560669698,29.591974248611944,3,99.99999894546492
PA0589000,Assen.,PA MACARANDUBA (PA0589000),PA0589000,12.638731366012802,12.638731232476909,3,99.99999894343911
PA0590000,Assen.,PAE ILHA MARAJOZINHO (PA0590000),PA0590000,18.076932703607852,16.290835926093113,3,90.11946989680244
PA0591000,Assen.,PAE ILHA ARARAMA I (PA0591000),PA0591000,93.92446520481815,87.96583573264556,2,93.6559346287692
PA0592000,Assen.,PAE ILHA CAJUUNA (PA0592000),PA0592000,35.115855034118795,31.132034999721345,2,88.65520993144908
PA0593000,Assen.,PAE ILHA JURARA (PA0593000),PA0593000,26.5950087346897,24.21036085737903,2,91.03347586346077
PA0596000,Assen.,PA BERAJUBA (PA0596000),PA0596000,40.61358248764498,40.61358169388789,5,99.9999980455871
PA0597000,Assen.,PAE ILHA QUATI (PA0597000),PA0597000,4.277821891103545,4.180308667749583,2,97.7204936101534
PA0598000,Assen.,PAE ILHA PERIQUITÃO (PA0598000),PA0598000,1.3235246691773888,1.238700996934429,1,93.59107735440395
PA0599000,Assen.,PAE ILHA PROVIDENCIA (PA0599000),PA0599000,5.227381590658108,5.060375609681015,2,96.80516950827636
PA0650000,Assen.,PAE ILHA SANTA LUZIA (PA0650000),PA0650000,21.657291624974658,21.196589932470136,3,97.87276405340891
PA0651000,Assen.,PAE ILHA BUIUSSU DO ATATA (PA0651000),PA0651000,7.680445189400032,7.005545170698203,2,91.21274871366474
PA0652000,Assen.,PAE ILHA CIPOTEUA (PA0652000),PA0652000,1.7435300896680535,1.7024930964775546,2,97.64632721662339
PA0653000,Assen.,PAE ILHA BOM SUCESSO (PA0653000),PA0653000,7.707626694775774,7.335530846492326,1,95.17236805804757
PA0655000,Assen.,PAE ILHA CAMALEOES (PA0655000),PA0655000,41.409680603357266,0.0,0,0.0
PA0656000,Assen.,PAE ILHA POAMPE (PA0656000),PA0656000,6.661054297078717,6.4228359579432155,1,96.42371419731596
PA0657000,Assen.,PAE ILHA CRAJURU (PA0657000),PA0657000,2.4695996585824553,2.3514263553864945,1,95.21488016143506
PA0658000,Assen.,PAE ILHA ITABOCA II (PA0658000),PA0658000,3.9757112798595453,2.859961375034876,1,71.93584175800393
PA0659000,Assen.,PAE ILHA AZEITE (PA0659000),PA0659000,1.987283929584728,1.8848795169652959,2,94.84701651862947
PA0660000,Assen.,PAE ILHA SANTA CRUZ (PA0660000),PA0660000,3.7529028249589396,3.7009088768273473,2,98.6145671615635
PA0661000,Assen.,PAE ILHA JACAREZINHO (PA0661000),PA0661000,324.38373436129024,317.15447646579156,3,97.77138705498504
PA0663000,Assen.,PAE ILHA ARAJAPANEMA II (PA0663000),PA0663000,0.7264032070054226,0.0,0,0.0
PA0664000,Assen.,PAE ILHA ITAPUPANA (PA0664000),PA0664000,1.6334877960908072,1.4939404126321538,1,91.45709054009389
PA0665000,Assen.,PAE ILHA ARICURA (PA0665000),PA0665000,3.938260578158355,3.7395261938380435,2,94.95375228793912
PA0666000,Assen.,PAE ILHA GRANDE DE GURUPA (PA0666000),PA0666000,2988.1574865811817,2985.927173389198,44,99.9253615914824
PA0667000,Assen.,PAE ILHA SANTA BARBARA (PA0667000),PA0667000,12.806151404163527,11.086054954485327,2,86.5682015197871
PA0668000,Assen.,PAE ILHA GURUPAI (PA0668000),PA0668000,67.00751852466493,61.615098131517684,2,91.95251441647949
PA0669000,Assen.,PAE ILHA DO CORRE (PA0669000),PA0669000,212.88004758629987,207.0265270695411,1,97.25031980069161
PA0670000,Assen.,PA SANTA LUZIA (PA0670000),PA0670000,7.3831176359399695,7.383117571115375,2,99.99999912198886
PA0672000,Assen.,PA ICUI (PA0672000),PA0672000,7.253326084138321,7.253325431041983,2,99.99999099590546
PA0679000,Assen.,PAE ILHA GUARIBAS (PA0679000),PA0679000,135.5733790644884,134.74303735055952,1,99.38753336410248
PA0680000,Assen.,PAE ILHA NAZARE (PA0680000),PA0680000,121.19859598738645,120.95188550696075,8,99.79644113991932
PA0715000,Assen.,PA SAO BENEDITO (PA0715000),PA0715000,13.098548147271224,13.098548147251831,1,99.99999999985195
PA0520000,Assen.,PAE BAIXO ANAJÁS II (PA0520000),PA0520000,1038.5837527502279,1032.0712093403674,26,99.37293998749597
PA0525000,Assen.,PAE ILHA CHARAPUCU (PA0525000),PA0525000,2017.624592848203,2017.4929560771227,15,99.99347565590017
PA0526000,Assen.,PAE ILHA DO PARÁ (PA0526000),PA0526000,435.321599559858,417.071277014264,3,95.80762301616865
SM0001000,Assen.,PIC MONTE ALEGRE (SM0001000),SM0001000,4163.63330323563,1077.64553242913,325,25.88233530536115
SM0002000,Assen.,PIC ITAITUBA (SM0002000),SM0002000,159.466790868543,38.41458467415419,18,24.08939470401796
SM0004000,Assen.,PA NOVO HORIZONTE (SM0004000),SM0004000,110.16252838548577,110.16252838548643,4,100.0000000000006
SM0005000,Assen.,PA ITUQUI (SM0005000),SM0005000,161.1652099100146,161.16520991001434,5,99.99999999999984
SM0011000,Assen.,PA RIO CUPARI (SM0011000),SM0011000,367.7506763354768,367.75067633547843,19,100.00000000000044
SM0012000,Assen.,PA TAPAJÓS (SM0012000),SM0012000,224.47151384451618,224.47151384451988,17,100.00000000000165
SM0013000,Assen.,PA CAMPO VERDE (SM0013000),SM0013000,244.76583802652792,244.7658380265283,17,100.00000000000016
SM0016000,Assen.,PA MOJU I E II (SM0016000),SM0016000,1350.4228381935998,1350.4228341136034,65,99.99999969787268
SM0017000,Assen.,PAQ ESPECIAL QUILOMBOLA PACOVAL (SM0017000),SM0017000,75.5864567541746,74.84443612274322,2,99.01831536588014
SM0018000,Assen.,PAQ ESPECIAL QUILOMBOLA ÁGUA FRIA (SM0018000),SM0018000,5.276260195745474,4.909220795520279,2,93.04356899378925
SM0031000,Assen.,PA TAPERA VELHA (SM0031000),SM0031000,126.40553473946927,126.40489730888025,11,99.99949572572883
SM0032000,Assen.,PA CORTA CORDA (SM0032000),SM0032000,783.3003987386237,783.3003987386248,52,100.00000000000016
SM0033000,Assen.,PA CRUZEIRÃO (SM0033000),SM0033000,443.79606825102167,442.84323264475546,71,99.78529877246969
SM0034000,Assen.,PA SOCÓ I (SM0034000),SM0034000,235.8559884049227,235.855988404925,8,100.00000000000098
SM0035000,Assen.,PA PARAÍSO (SM0035000),SM0035000,1294.810390667264,651.9754458026322,28,50.35296677428151
SM0038000,Assen.,PA JACARÉ (SM0038000),SM0038000,274.80500018081733,274.80500018081875,25,100.00000000000051
SM0025000,Assen.,PA CRISTALINO II (SM0025000),SM0025000,62.27183685364378,62.27183685364403,2,100.0000000000004
SM0029000,Assen.,PA RIO BONITO (SM0029000),SM0029000,85.99854774005674,85.99854681106731,6,99.9999989197615
SM0030000,Assen.,PA BUERU (SM0030000),SM0030000,29.9554615087164,29.70311484922604,3,99.15759381835285
SM0043000,Assen.,PA NOVA ESPERANÇA (SM0043000),SM0043000,45.23808371841953,45.238083718427085,2,100.0000000000167
SM0047000,Assen.,PA AREIA (SM0047000),SM0047000,199.98493242545368,199.98493242524194,15,99.99999999989411
SM0052000,Assen.,PA CAMPOS DE PILAR (SM0052000),SM0052000,36.41208416870926,36.41208416870944,5,100.00000000000051
SM0053000,Assen.,PA YPIRANGA (SM0053000),SM0053000,422.73460078163964,345.87868477309013,29,81.8193457865899
SM0055000,Assen.,PA CAMPOS DO POPÓ (SM0055000),SM0055000,80.69107570760083,80.69107570760166,3,100.00000000000102
SM0056000,Assen.,PAQ ESPECIAL QUILOMBOLA EREPECURÚ (SM0056000),SM0056000,1498.8562625812422,1498.8562625812397,38,99.99999999999983
SM0057000,Assen.,PA SÃO BENEDITO (SM0057000),SM0057000,106.17608335363002,106.17608335363074,7,100.00000000000068
SM0063000,Assen.,PAQ ESPECIAL QUILOMBOLA ÁREA DAS CABECEIRAS (SM0063000),SM0063000,174.77099245581354,174.7709924377771,5,99.99999998967995
SM0065000,Assen.,PA ÁREA CUMINÁ E TROMBETAS (SM0065000),SM0065000,258.97424294648425,258.95841247138566,35,99.99388723954998
SM0073000,Assen.,PDS CUPARI (SM0073000),SM0073000,240.5791696705849,240.57916909401843,29,99.99999976034232
SM0074000,Assen.,PDS DIVINÓPOLIS (SM0074000),SM0074000,295.4888742250882,244.90235869720186,51,82.88039925004009
SM0075000,Assen.,PDS NOVO MUNDO (SM0075000),SM0075000,254.06530131476714,253.61465193743038,30,99.82262458706298
SM0099000,Assen.,PDS SERRA AZUL (SM0099000),SM0099000,787.4457365087768,787.4457365087804,109,100.00000000000047
SM0039000,Assen.,PA MIRITITUBA (SM0039000),SM0039000,253.4491693311287,253.44916933112682,14,99.99999999999926
SM0042000,Assen.,PAQ  ESPECIAL QUILOMBOLA ÁREA TROMBETAS (SM0042000),SM0042000,967.3605880883844,967.3538891810379,33,99.999307506691
SM0105000,Assen.,PA MARIPÁ (SM0105000),SM0105000,70.55500350154108,70.55500200688529,9,99.99999788157365
SM0106000,Assen.,PA BAIXÃO (SM0106000),SM0106000,120.63130945215653,120.63130945215765,18,100.00000000000094
SM0107000,Assen.,PA MORIÇOCA (SM0107000),SM0107000,8.852329612627173,8.48779285257976,1,95.88202455173574
SM0108000,Assen.,PA VAI QUEM QUER (SM0108000),SM0108000,20.53053547734031,20.530535477340553,2,100.00000000000118
SM0109000,Assen.,PA MIRITI (SM0109000),SM0109000,126.60360171840371,126.60360171840362,12,99.99999999999993
SM0110000,Assen.,PA TERRA PRETA E OLHO D'ÁGUA (SM0110000),SM0110000,34.6981766629845,18.92613731510011,3,54.54504857395066
SM0111000,Assen.,PA CURUMU (SM0111000),SM0111000,16.82508675287263,16.825086473073245,2,99.99999833701075
SM0112000,Assen.,PA CAMBURÃO I (SM0112000),SM0112000,129.06931925561364,128.37737356204937,22,99.46389606952687
SM0113000,Assen.,PAE JURUTI VELHO (SM0113000),SM0113000,959.6302153957425,959.6302153957467,24,100.00000000000044
SM0114000,Assen.,PA URUCURITUBA (SM0114000),SM0114000,152.33515098029943,152.32206253638594,8,99.99140812620773
SM0115000,Assen.,PA SANTA CRUZ (SM0115000),SM0115000,219.85138321081513,219.74705138795136,25,99.95254438642138
SM0116000,Assen.,PA DANIEL DE CARVALHO (SM0116000),SM0116000,202.48230515871663,200.8256771285122,9,99.18184059149966
SM0117000,Assen.,PA BRASÍLIA LEGAL (SM0117000),SM0117000,263.4404020599032,263.440400096656,19,99.9999992547661
SM0119000,Assen.,PA CAMBURÃO II (SM0119000),SM0119000,39.522563480748836,34.11613199099938,6,86.32064569297765
SM0120000,Assen.,PA PORÃO (SM0120000),SM0120000,27.887987254126223,27.005019109795548,4,96.83387640604994
SM0121000,Assen.,PAE MISSIONÁRIO RUFINO (SM0121000),SM0121000,62.18895271367034,62.188952713670375,7,100.00000000000007
SM0122000,Assen.,PAE VALE DO SALGADO (SM0122000),SM0122000,186.0979073803949,186.0979073803947,28,99.99999999999989
SM0123000,Assen.,PDS MALOCA (SM0123000),SM0123000,317.029207067075,313.65938105685973,42,98.93706133848346
SM0125000,Assen.,PDS VALE DO JAMANXIM (SM0125000),SM0125000,894.6638109616167,894.663810961523,44,99.99999999998953
SM0131000,Assen.,PA JAMARY (SM0131000),SM0131000,319.0728448259688,318.0329478325634,39,99.67408790491947
SM0135000,Assen.,PA CRISTO REI (SM0135000),SM0135000,75.94049591261198,75.94049591261216,6,100.00000000000024
SM0136000,Assen.,PA REPARTIMENTO (SM0136000),SM0136000,77.10344312287404,76.58729940240407,14,99.33058278649446
SM0137000,Assen.,PA MAMURU (SM0137000),SM0137000,215.1800519233096,215.18004977457252,25,99.99999900142367
SM0139000,Assen.,PA CIPOAL (SM0139000),SM0139000,306.636617856514,306.5131061615419,45,99.95972050049484
SM0140000,Assen.,PA VALE DO AÇAÍ (SM0140000),SM0140000,189.97953844186753,167.38749547877003,26,88.10817041225178
SM0141000,Assen.,PAE EIXO FORTE (SM0141000),SM0141000,118.61929741264207,111.7863423313343,8,94.23959235103382
SM0104000,Assen.,PAE LAGO GRANDE (SM0104000),SM0104000,2822.3007747072024,2822.3007746807584,68,99.99999999906304
SM0147000,Assen.,PA VIRA VOLTA (SM0147000),SM0147000,78.71623627599668,78.71605808201576,13,99.99977362487164
SM0148000,Assen.,PA ACOMEC (SM0148000),SM0148000,165.12903993577626,165.1288655059161,26,99.99989436754419
SM0150000,Assen.,PDS NELSON DE OLIVEIRA (SM0150000),SM0150000,46.86686839827665,46.73894835603693,5,99.72705656125207
